time_in_cycles,setting_1,TRA,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,Ps30,phi,NRf,NRc,htBleed,Nf_dmd,PCNfR_dmd,W31,W32,failure
165,0.0016,100,518.67,642.58,1591.06,1413.77,14.62,21.61,553.28,2388.09,9077.24,47.56,521.22,2388.1,8148.58,392,2388,100,38.65,23.2477,0
166,25.0042,60,462.54,537.17,1268.57,1049.1,7.05,9.03,175.54,1915.51,8024.51,36.83,164.8,2028.37,7883.94,308,1915,84.93,14.03,8.5636,0
167,0.0006,100,518.67,642.99,1592.2,1407.81,14.62,21.61,553.15,2388.13,9069.49,47.58,521.07,2388.14,8145.49,393,2388,100,38.88,23.2729,0
168,42.0039,100,445,550.28,1352.44,1130.04,3.91,5.72,138.65,2212.05,8330.96,42.33,130.28,2388.17,8099.7,332,2212,100,10.63,6.263,0
169,35.0005,100,449.44,555.94,1366.11,1131.75,5.48,8,193.94,2223.13,8356.85,42.1,183.29,2388.27,8078.63,334,2223,100,14.81,8.9078,0
170,42.0004,100,445,549.37,1358.28,1140.09,3.91,5.72,138.27,2212.06,8334.38,42.24,131.25,2388.16,8099.4,332,2212,100,10.69,6.3413,0
171,19.9981,100,491.19,607.2,1490.45,1259.97,9.35,13.66,334.15,2324.08,8734.33,44.49,314.74,2388.21,8074.25,366,2324,100,24.24,14.6276,0
172,25.0063,60,462.54,537.05,1265.74,1046.13,7.05,9.03,175.22,1915.53,8022.02,36.83,165.1,2028.44,7883.22,308,1915,84.93,14.43,8.5345,0
173,20.001,100,491.19,607.1,1484.43,1256.62,9.35,13.66,334.47,2324.09,8731.31,44.58,314.51,2388.21,8071.25,365,2324,100,24.43,14.6625,0
174,42.0001,100,445,550.08,1353.04,1127.31,3.91,5.71,139.19,2212.11,8328.5,42.17,129.83,2388.24,8094.81,329,2212,100,10.74,6.3727,0
175,41.9988,100,445,549.68,1349.67,1125.87,3.91,5.72,138.67,2212.05,8344.56,42.39,130.73,2388.19,8098.68,330,2212,100,10.72,6.3631,0
176,42.0037,100,445,550.16,1347.04,1133.45,3.91,5.72,138.65,2212.08,8325.39,42.18,130.5,2388.2,8095.75,331,2212,100,10.63,6.3624,0
177,25.0046,60,462.54,536.97,1267.17,1059.84,7.05,9.03,176.16,1915.53,8022.71,36.94,164.67,2028.37,7880.73,309,1915,84.93,14.36,8.4832,0
178,10.0053,100,489.05,605.37,1505.52,1311.59,10.52,15.49,394.76,2318.99,8791.48,45.61,370.8,2388.17,8141.38,370,2319,100,28.54,17.0188,0
179,35.0049,100,449.44,556.15,1371.61,1136.27,5.48,8,194.51,2223.2,8359.82,42.31,182.26,2388.25,8079.61,335,2223,100,14.73,8.9046,0
180,42.0051,100,445,549.37,1358.51,1134.75,3.91,5.72,138.49,2212.14,8336.62,42.26,130.48,2388.24,8092.19,332,2212,100,10.55,6.3264,0
181,0.002,100,518.67,642.65,1588.54,1421.71,14.62,21.61,552.48,2388.05,9074.85,47.63,521.73,2388.16,8148.18,395,2388,100,38.89,23.2745,0
182,35.0025,100,449.44,556.15,1367.24,1134.15,5.48,8,194.22,2223.22,8367.3,42.07,183.58,2388.33,8084.75,334,2223,100,14.77,8.9519,0
183,10.0054,100,489.05,604.62,1508.13,1318.78,10.52,15.5,394.08,2318.94,8795.37,45.85,371.54,2388.2,8137.99,370,2319,100,28.62,17.1063,0
184,35.004,100,449.44,556.03,1363.07,1123.45,5.48,8,194.89,2223.19,8367.8,42.19,182.9,2388.37,8078.38,335,2223,100,14.77,8.8789,0
185,0.0006,100,518.67,642.91,1590.55,1406.65,14.62,21.61,553.67,2388.07,9085.15,47.64,521.03,2388.11,8147.75,394,2388,100,38.87,23.2929,0
186,35.0043,100,449.44,556.48,1375.38,1131.75,5.48,8,194.02,2223.18,8365.68,42.1,183.34,2388.27,8075.14,335,2223,100,14.65,8.7224,0
187,20.0037,100,491.19,608.06,1490.84,1262.63,9.35,13.66,333.97,2324.08,8739.92,44.56,314.92,2388.22,8075.02,366,2324,100,24.4,14.7633,0
188,20.008,100,491.19,607.78,1488.73,1254.09,9.35,13.66,334.66,2324.11,8739.24,44.4,314.67,2388.25,8074.55,366,2324,100,24.23,14.746,0
189,25.008,60,462.54,536.42,1262.08,1052.3,7.05,9.03,174.82,1915.49,8026.41,36.78,164.49,2028.47,7881.46,307,1915,84.93,14.23,8.6529,0
190,10.0054,100,489.05,604.9,1503.57,1317.93,10.52,15.49,393.37,2319.02,8792.44,45.47,371.38,2388.2,8143.34,370,2319,100,28.44,17.0509,0
191,42.0016,100,445,549.91,1355.22,1131.44,3.91,5.71,138.64,2212.13,8327,42.28,130.71,2388.2,8095.92,331,2212,100,10.65,6.3278,0
192,42.0068,100,445,549.54,1358.92,1130.96,3.91,5.72,138.59,2212.13,8345.07,42.36,130.57,2388.22,8099.3,333,2212,100,10.44,6.1978,0
193,41.9984,100,445,550.05,1361.84,1136.54,3.91,5.72,139.6,2212.1,8337.04,42.27,130.44,2388.21,8097.66,331,2212,100,10.5,6.3403,0
194,10.0057,100,489.05,605.31,1503.11,1308.28,10.52,15.5,393.7,2319.02,8794.65,45.78,370.99,2388.21,8139.9,370,2319,100,28.35,16.9826,0
195,0.0029,100,518.67,643.39,1596.99,1421.3,14.62,21.61,553.36,2388.17,9076.03,47.66,520.88,2388.15,8147.33,393,2388,100,38.73,23.2699,0
196,41.9994,100,445,549.39,1358.3,1123.29,3.91,5.72,138.35,2212.12,8341.15,42.22,130.77,2388.23,8099.58,331,2212,100,10.66,6.355,0
197,35.0024,100,449.44,556.33,1364.07,1128.92,5.48,8,193.72,2223.2,8369.48,41.97,183.45,2388.36,8082.39,334,2223,100,14.81,8.8645,0
198,9.9986,100,489.05,605.24,1509.36,1320,10.52,15.5,393.75,2319.03,8796.72,45.65,370.67,2388.23,8139.97,371,2319,100,28.49,17.1423,0
199,42.0057,100,445,550.12,1359.52,1130.1,3.91,5.72,138.34,2212.15,8344.58,42.3,130.71,2388.26,8096.58,332,2212,100,10.68,6.3106,0
200,0.0028,100,518.67,643.47,1585.34,1418.8,14.62,21.61,552.42,2388.1,9079.84,47.69,520.95,2388.09,8151.08,393,2388,100,38.75,23.2797,0
201,35.0014,100,449.44,556.68,1374.22,1136.97,5.48,8,194.5,2223.23,8370,42.16,183.09,2388.38,8080.17,334,2223,100,14.86,8.8747,0
202,10.0044,100,489.05,604.91,1510.17,1318.07,10.52,15.5,394.41,2319.03,8799.48,45.89,371.32,2388.19,8150.97,371,2319,100,28.41,17.0162,0
203,19.9993,100,491.19,607.68,1489.22,1254.87,9.35,13.66,334.73,2324.2,8751.48,44.59,314.7,2388.23,8078.84,366,2324,100,24.27,14.572,0
204,34.9985,100,449.44,556.09,1371.34,1135.79,5.48,8,194.91,2223.25,8363.56,42.22,183.24,2388.33,8076.44,336,2223,100,15.04,8.9174,0
205,42.0028,100,445,550.1,1363.39,1133.33,3.91,5.72,138.06,2212.17,8343.41,42.45,130.75,2388.25,8096.04,334,2212,100,10.55,6.3158,0
206,20.0067,100,491.19,607.83,1492.37,1253.94,9.35,13.66,333.85,2324.07,8738.96,44.67,314.01,2388.25,8076.06,366,2324,100,24.4,14.6409,0
207,10.0001,100,489.05,605.5,1500.62,1317.69,10.52,15.49,393.97,2319.01,8798.38,45.52,370.7,2388.28,8147.29,370,2319,100,28.51,17.0699,0
208,42.0003,100,445,550.74,1363.96,1128.95,3.91,5.72,138.5,2212.16,8335.58,42.54,130.25,2388.31,8102.92,331,2212,100,10.64,6.3722,0
209,25.0056,60,462.54,537.2,1277.86,1059.99,7.05,9.03,176.06,1915.56,8029.16,36.92,164.4,2028.42,7884.9,308,1915,84.93,14.05,8.549,0
210,9.9986,100,489.05,605.11,1509.73,1317.27,10.52,15.5,393.36,2319,8800.51,45.6,370.8,2388.24,8141.26,372,2319,100,28.39,17.0696,0
211,34.9997,100,449.44,555.87,1371.55,1136.05,5.48,8,194.86,2223.21,8366.73,42.22,182.68,2388.33,8078.91,335,2223,100,14.7,8.8236,0
212,34.9981,100,449.44,555.92,1379.6,1137.17,5.48,8,194.72,2223.24,8364.22,41.88,182.85,2388.28,8077.03,334,2223,100,14.66,8.7865,0
213,35.0033,100,449.44,556.08,1367.73,1137.77,5.48,8,194.75,2223.21,8369.33,42.11,182.42,2388.31,8078.53,333,2223,100,14.63,8.8554,0
214,20.0068,100,491.19,608.03,1490.85,1258.51,9.35,13.66,333.71,2324.13,8749.01,44.44,314.8,2388.24,8078,366,2324,100,24.32,14.6548,0
215,0.0022,100,518.67,643.37,1597.65,1420.15,14.62,21.61,552.19,2388.09,9085.32,47.82,520.91,2388.17,8150.52,393,2388,100,38.59,23.2124,0
216,10.0078,100,489.05,605.13,1507.01,1314.74,10.52,15.5,393.4,2319.04,8795.4,45.79,371.66,2388.25,8145.75,370,2319,100,28.3,16.8651,0
217,20.002,100,491.19,607.79,1489.47,1257.17,9.35,13.66,333.71,2324.13,8745.18,44.82,314.49,2388.28,8071.38,368,2324,100,24.14,14.6313,0
218,41.9994,100,445,549.73,1360.89,1135.5,3.91,5.72,138.62,2212.15,8338.4,42.45,130.23,2388.25,8103.7,331,2212,100,10.57,6.3908,0
219,0.0012,100,518.67,643.09,1596.01,1417.37,14.62,21.61,553.44,2388.06,9077.09,47.91,520.69,2388.14,8151.57,393,2388,100,38.56,23.1532,0
220,25.0032,60,462.54,536.81,1269.73,1054.3,7.05,9.03,175.37,1915.55,8028.44,37.05,164.06,2028.51,7887.9,308,1915,84.93,14.27,8.5716,0
221,25.0006,60,462.54,536.63,1271.4,1052.42,7.05,9.03,175.59,1915.55,8023.96,36.93,164.32,2028.47,7893,308,1915,84.93,14.19,8.4716,0
222,42.0042,100,445,550.12,1360.06,1138.76,3.91,5.72,138.13,2212.15,8334.03,42.48,130.26,2388.29,8105.42,333,2212,100,10.51,6.3887,0
223,10.0059,100,489.05,605.67,1506.98,1321.41,10.52,15.5,393.9,2319.02,8801.65,45.97,371.27,2388.23,8144.69,370,2319,100,28.35,17.0624,0
224,41.9986,100,445,549.85,1359.13,1130.08,3.91,5.72,138.82,2212.21,8349.63,42.44,130.87,2388.28,8101.81,331,2212,100,10.54,6.4203,0
225,35.0014,100,449.44,555.88,1369.54,1135.25,5.48,8,194.47,2223.24,8379.32,42.24,182.53,2388.38,8081.95,337,2223,100,14.78,8.939,0
226,0.0009,100,518.67,642.93,1591.61,1416.32,14.62,21.61,552.38,2388.16,9075.08,47.69,520.85,2388.17,8150.13,397,2388,100,38.67,23.1905,0
227,10.0015,100,489.05,605.4,1510.7,1324.21,10.52,15.5,393.68,2319.04,8801.34,45.81,371.16,2388.29,8142.89,371,2319,100,28.47,17.0299,0
228,35.0032,100,449.44,556.15,1368.87,1138.7,5.48,8,194.59,2223.28,8375.67,42.21,182.75,2388.4,8083.22,335,2223,100,14.85,8.8158,0
229,20.0071,100,491.19,608.14,1493.11,1261.36,9.35,13.66,334.5,2324.15,8743.96,44.71,314.65,2388.33,8073.73,368,2324,100,24.27,14.5472,0
230,41.9987,100,445,549.83,1356.58,1130.32,3.91,5.72,138.61,2212.24,8345.67,42.56,130.41,2388.32,8102.13,333,2212,100,10.59,6.3626,0
231,42.0033,100,445,550.08,1365.64,1138.84,3.91,5.72,139.27,2212.15,8342.83,42.46,130.5,2388.31,8103.77,333,2212,100,10.38,6.2,0
232,42.0052,100,445,550.49,1367.51,1130.82,3.91,5.72,138.32,2212.22,8351.96,42.19,130.42,2388.31,8100.92,330,2212,100,10.68,6.3777,0
233,35.0078,100,449.44,556.16,1369.15,1144,5.48,8,193.77,2223.31,8369.99,42.15,183.17,2388.41,8085.57,337,2223,100,14.9,8.9231,0
234,10.0033,100,489.05,605.63,1506.49,1323.07,10.52,15.5,393.38,2319.05,8801.21,45.79,371.31,2388.24,8143.61,372,2319,100,28.2,16.9744,0
235,35.0022,100,449.44,556.68,1373.45,1135.1,5.48,8,193.88,2223.27,8369.74,42.29,182.68,2388.42,8084.01,336,2223,100,14.83,8.875,0
236,35.0019,100,449.44,555.82,1371.15,1143.56,5.48,8,194.63,2223.25,8367.26,42.42,182.61,2388.37,8087.77,336,2223,100,14.64,8.8052,0
237,41.9998,100,445,550.78,1369.6,1137.99,3.91,5.72,138.42,2212.24,8346.5,42.51,130.7,2388.26,8100.02,333,2212,100,10.61,6.2963,0
238,25.0044,60,462.54,537.2,1270.84,1061.88,7.05,9.03,174.72,1915.73,8032.35,36.96,164.22,2028.6,7888.58,308,1915,84.93,14.3,8.5654,0
239,42.0023,100,445,550.77,1358.01,1134.32,3.91,5.72,138.85,2212.24,8350.43,42.47,130.59,2388.3,8105,332,2212,100,10.58,6.3346,0
240,42.0031,100,445,550.28,1366.68,1135.98,3.91,5.71,138.44,2212.24,8353.28,42.53,130.47,2388.34,8099.81,332,2212,100,10.64,6.4081,0
241,20.0027,100,491.19,607.86,1492.28,1262.41,9.35,13.66,334.57,2324.2,8751.74,44.86,314.49,2388.31,8076.21,366,2324,100,24.25,14.5495,0
242,41.9988,100,445,550.29,1360.03,1134.93,3.91,5.72,138.23,2212.17,8346.96,42.53,130.1,2388.29,8107.81,333,2212,100,10.62,6.2832,0
243,25.0036,60,462.54,537.04,1265.13,1063.11,7.05,9.03,174.97,1915.71,8033.42,37,164.1,2028.58,7894.21,310,1915,84.93,14.19,8.5211,0
244,42.0021,100,445,549.68,1361.65,1140.43,3.91,5.72,138.1,2212.23,8352.86,42.49,130.6,2388.29,8098.94,333,2212,100,10.79,6.2143,0
245,20.0053,100,491.19,608.26,1492.74,1266.08,9.35,13.66,334.34,2324.19,8749.24,44.79,314.08,2388.37,8081.17,368,2324,100,24.42,14.6174,0
246,35.0034,100,449.44,556.41,1371.8,1144.54,5.48,8,193.93,2223.3,8375.11,42.37,182.78,2388.49,8090.33,335,2223,100,14.8,8.9253,0
247,0.0021,100,518.67,643.47,1599.34,1423.26,14.62,21.61,552.51,2388.21,9083.42,48.04,520.16,2388.19,8158.64,397,2388,100,38.6,23.1899,0
248,24.999,60,462.54,537.13,1272.03,1054.98,7.05,9.03,175.31,1915.68,8030.77,37.06,164.2,2028.61,7898.88,307,1915,84.93,13.93,8.4979,0
249,10,100,489.05,605.87,1513.62,1319.73,10.52,15.5,393.87,2319.13,8802.84,46.16,370.54,2388.34,8148.83,369,2319,100,28.31,17.0604,0
250,42.0049,100,445,550.35,1359.61,1139.88,3.91,5.72,137.84,2212.27,8351.34,42.48,130.52,2388.36,8102.14,332,2212,100,10.47,6.3522,0
251,35.0054,100,449.44,556.48,1369.68,1143.95,5.48,8,194.11,2223.38,8372.14,42.17,182.59,2388.52,8087.84,337,2223,100,14.69,8.7838,0
252,20.0012,100,491.19,608.77,1490.45,1270.66,9.35,13.66,333.45,2324.23,8755.27,44.8,314.19,2388.36,8084.88,366,2324,100,24.3,14.5652,0
253,25.0045,60,462.54,537.54,1270.39,1055.82,7.05,9.03,175.01,1915.61,8029.37,36.98,164.09,2028.62,7891.8,310,1915,84.93,14.16,8.6049,0
254,35.0078,100,449.44,556.57,1371.21,1141.6,5.48,8.01,194.02,2223.35,8387.54,42.5,182.38,2388.53,8085.77,335,2223,100,14.74,8.8177,0
255,25.0072,60,462.54,537.4,1264.88,1061.17,7.05,9.03,174.86,1915.71,8033.9,37.19,164,2028.6,7888.73,310,1915,84.93,14.16,8.505,0
256,20.0062,100,491.19,608.42,1495.86,1269.17,9.35,13.66,334,2324.3,8750.79,45,314.05,2388.38,8081.73,367,2324,100,24.39,14.4966,0
257,10.0077,100,489.05,605.1,1510.17,1322.97,10.52,15.5,393.25,2319.12,8805.67,46,370.52,2388.4,8152.95,371,2319,100,28.24,17.0226,0
258,10.0064,100,489.05,605.78,1515.99,1325.82,10.52,15.5,393.13,2319.13,8806.83,46.04,370.4,2388.38,8151.45,370,2319,100,28.12,17.0433,0
259,41.999,100,445,550.04,1365.59,1142.64,3.91,5.72,138.28,2212.25,8349.79,42.64,130.93,2388.37,8103.13,333,2212,100,10.54,6.33,0
260,0.0001,100,518.67,643.87,1602.29,1427.31,14.62,21.61,551.84,2388.21,9088.63,47.84,520.64,2388.17,8161.78,396,2388,100,38.7,23.059,0
261,10.0028,100,489.05,605.54,1508.8,1332.08,10.52,15.5,392.92,2319.15,8813.51,45.97,370.74,2388.39,8159.11,373,2319,100,28.29,16.9218,0
262,0.0017,100,518.67,643.81,1599.87,1427.57,14.62,21.61,551.75,2388.22,9092.23,47.94,520.1,2388.22,8159.44,395,2388,100,38.48,23.1148,0
263,42.0029,100,445,550.57,1359.26,1140.65,3.91,5.72,137.97,2212.32,8356.22,42.73,130,2388.44,8110.27,334,2212,100,10.43,6.4379,0
264,25.0021,60,462.54,537.53,1274.74,1061,7.05,9.03,175.12,1915.72,8040.11,37.14,163.96,2028.68,7895.42,311,1915,84.93,14.17,8.5272,0
265,10.0055,100,489.05,605.84,1513.76,1334.65,10.52,15.5,392.53,2319.14,8814.26,46.04,370.12,2388.33,8156.23,373,2319,100,28.36,16.9751,0
266,0.0006,100,518.67,643.56,1598.11,1426.34,14.62,21.61,551.31,2388.22,9089.93,48.2,519.65,2388.21,8159.43,395,2388,100,38.53,23.097,0
267,25.0059,60,462.54,537.55,1275.6,1056.12,7.05,9.03,174.92,1915.73,8046.69,37.22,164.64,2028.67,7896.86,309,1915,84.93,14.21,8.5926,0
268,25.0001,60,462.54,537.14,1274.02,1069.06,7.05,9.03,174.96,1915.76,8038.77,37.22,163.33,2028.65,7899.04,310,1915,84.93,13.99,8.3873,0
269,42.0047,100,445,550.11,1368.75,1146.65,3.91,5.72,138.61,2212.32,8358.8,42.64,129.76,2388.42,8110.26,334,2212,100,10.56,6.2615,1
1,25.0071,60,462.54,536.12,1259.83,1051.85,7.05,9.02,175.55,1915.4,8007.99,36.54,164.49,2028.27,7868.75,307,1915,84.93,14.16,8.612,0
2,25.0076,60,462.54,536.57,1260.76,1043.29,7.05,9.02,175.49,1915.39,8012.47,36.83,164.91,2028.28,7876.25,306,1915,84.93,14.41,8.5777,0
3,20.0039,100,491.19,607.8,1480.27,1249.02,9.35,13.65,335.14,2323.93,8726.83,44.39,315,2388.05,8064.46,365,2324,100,24.51,14.7182,0
4,9.9996,100,489.05,604.12,1493.38,1303.19,10.52,15.49,395.42,2318.92,8782.03,45.23,372.03,2388.11,8135.51,368,2319,100,28.85,17.2536,0
5,25.0001,60,462.54,536.88,1258.02,1047.33,7.05,9.03,176.31,1915.35,8014.19,36.53,164.94,2028.21,7874,308,1915,84.93,14.4,8.6941,0
6,0.0017,100,518.67,642.19,1590.39,1397.81,14.62,21.61,554.54,2388.01,9052.06,47.08,521.89,2388.07,8142.92,392,2388,100,39.03,23.4735,0
7,20.002,100,491.19,607.68,1484.61,1241.16,9.35,13.65,335.41,2323.97,8720.63,44.21,314.8,2388.06,8064.76,363,2324,100,24.59,14.7208,0
8,25.0075,60,462.54,536.59,1257.82,1042.9,7.05,9.02,175.67,1915.36,8010.14,36.63,164.54,2028.32,7872.88,306,1915,84.93,14.36,8.6108,0
9,10.0069,100,489.05,604.93,1495.57,1300.82,10.52,15.49,394.69,2318.86,8776.93,45.3,371.96,2388.03,8130.56,368,2319,100,28.57,17.2594,0
10,42.0046,100,445,549.46,1343.19,1118.3,3.91,5.72,139.15,2211.92,8328.85,41.95,130.6,2388.04,8088.14,332,2212,100,10.63,6.4538,0
11,20.0025,100,491.19,607.28,1480.69,1247.28,9.35,13.65,334.75,2323.93,8716.98,44.56,315.81,2388.02,8070.22,364,2324,100,24.62,14.7409,0
12,0.0004,100,518.67,642.65,1583.03,1399.95,14.62,21.61,554.07,2388.05,9058.58,47.25,521.98,2388.03,8138.38,393,2388,100,38.9,23.345,0
13,20.0063,100,491.19,607.48,1479.39,1246.75,9.35,13.65,334.92,2323.94,8727.47,44.15,315.45,2388.01,8060.47,364,2324,100,24.55,14.7695,0
14,42.0006,100,445,549.54,1349.4,1117.04,3.91,5.71,138.65,2211.93,8322.1,41.96,130.6,2388.02,8086.43,332,2212,100,10.69,6.3581,0
15,42.0056,100,445,549.46,1347.43,1122.36,3.91,5.72,139.37,2211.92,8321.3,41.93,130.45,2388.01,8085.37,330,2212,100,10.56,6.2373,0
16,42.0059,100,445,549.21,1342.98,1118.77,3.91,5.71,139.02,2211.97,8319.3,41.93,130.4,2388.08,8089.57,329,2212,100,10.64,6.4624,0
17,20.0031,100,491.19,607.17,1479.88,1246.8,9.35,13.65,335.61,2323.93,8726.47,44.13,315.31,2388.03,8063.9,363,2324,100,24.48,14.7821,0
18,25.0077,60,462.54,536.94,1264.82,1037.09,7.05,9.03,175.61,1915.37,8013.55,36.78,165.37,2028.27,7872.91,306,1915,84.93,14.33,8.5902,0
19,35.0006,100,449.44,555.29,1361.06,1121.49,5.48,8,194.86,2222.98,8353.44,41.74,183.35,2388.04,8067.24,333,2223,100,14.99,8.8164,0
20,20.0013,100,491.19,607.23,1482.39,1245.37,9.35,13.65,335.11,2323.91,8726.85,44.24,315.38,2388.07,8067.91,364,2324,100,24.51,14.8698,0
21,25.0061,60,462.54,536.55,1261.03,1040.72,7.05,9.03,175.13,1915.33,8011.96,36.53,165.14,2028.27,7875.19,306,1915,84.93,14.43,8.5646,0
22,42.0071,100,445,549.74,1353.68,1124.6,3.91,5.72,139.36,2211.96,8324.4,42.09,130.99,2388.08,8085.81,331,2212,100,10.6,6.323,0
23,42.0062,100,445,549.18,1351.14,1124.6,3.91,5.72,138.42,2211.99,8328.06,41.85,130.71,2388.05,8083.5,331,2212,100,10.6,6.3569,0
24,10.0018,100,489.05,604.07,1499.86,1295.42,10.52,15.49,394.65,2318.88,8779.32,45.27,371.61,2388.06,8135,368,2319,100,28.68,17.0876,0
25,34.9982,100,449.44,555.33,1367.11,1122.83,5.48,8,194.84,2223,8352.24,41.97,183.16,2388.05,8070.18,333,2223,100,14.98,9.0638,0
26,10.0034,100,489.05,604.65,1499.44,1305.35,10.52,15.49,395.49,2318.85,8779.31,45.24,371.56,2388.07,8130.79,371,2319,100,28.62,17.1522,0
27,25.0005,60,462.54,536.12,1261.82,1050.54,7.05,9.03,175.79,1915.34,8008.97,36.77,164.38,2028.18,7868.28,306,1915,84.93,14.23,8.5396,0
28,10.0047,100,489.05,604.61,1499.32,1306.03,10.52,15.49,395.42,2318.89,8781.76,44.97,372.29,2388.07,8129.09,369,2319,100,28.56,17.163,0
29,42.0036,100,445,549.13,1352.55,1117.2,3.91,5.72,139.89,2211.95,8323.89,41.84,130.66,2388.01,8086.93,330,2212,100,10.81,6.4634,0
30,9.9999,100,489.05,604.26,1494.88,1299.77,10.52,15.49,394.14,2318.9,8777.93,45.42,371.66,2388.03,8137.28,370,2319,100,28.63,17.2201,0
31,10.0052,100,489.05,604.4,1499.94,1296.07,10.52,15.49,394.61,2318.86,8785.37,45.14,372.01,2388.06,8134.26,371,2319,100,28.59,17.1013,0
32,35.0054,100,449.44,555.56,1364.2,1128.68,5.48,8,195.1,2222.99,8350.98,41.7,183.45,2388.12,8071,333,2223,100,14.88,8.9327,0
33,25.0024,60,462.54,536.83,1260.22,1047.4,7.05,9.03,175.75,1915.35,8007.77,36.33,165.25,2028.27,7879.55,304,1915,84.93,14.27,8.6037,0
34,42.0001,100,445,549.26,1345.97,1119.79,3.91,5.71,139.31,2211.91,8317.79,41.8,130.52,2387.98,8085.88,331,2212,100,10.48,6.4269,0
35,20.003,100,491.19,607.34,1486.94,1239.92,9.35,13.65,334.53,2323.89,8713.65,44.12,315.26,2388.03,8065.48,364,2324,100,24.6,14.8497,0
36,10.0066,100,489.05,604.7,1500.06,1303.03,10.52,15.49,394.6,2318.83,8782.78,45.29,372.2,2388.03,8131.47,371,2319,100,28.7,17.1521,0
37,42.001,100,445,549.66,1348.93,1116.34,3.91,5.71,138.93,2211.95,8327.32,41.96,130.93,2388.08,8092.88,331,2212,100,10.7,6.375,0
38,25.0026,60,462.54,537.15,1255.74,1035.67,7.05,9.02,175.98,1915.41,8013.3,36.59,164.53,2028.26,7873.31,307,1915,84.93,14.33,8.5704,0
39,10.0007,100,489.05,604.34,1508.2,1306.11,10.52,15.49,394.73,2318.91,8783.46,45.4,371.44,2387.99,8130.14,368,2319,100,28.73,17.1093,0
40,41.9981,100,445,549.1,1352.41,1120.56,3.91,5.71,138.55,2211.93,8313.18,42,130.68,2388.04,8082.26,331,2212,100,10.52,6.3042,0
41,25.0077,60,462.54,536.75,1258.28,1045.57,7.05,9.02,175.84,1915.37,8013.35,36.62,165.14,2028.22,7872.39,310,1915,84.93,14.29,8.6103,0
42,35.0076,100,449.44,555.53,1364.74,1124.6,5.48,8,194.59,2223.03,8345.52,41.82,183.02,2388.06,8075,334,2223,100,14.77,9.0216,0
43,35.0001,100,449.44,555.07,1366.16,1124.98,5.48,8,195.04,2222.97,8343.09,41.87,183.59,2388.1,8065.26,333,2223,100,14.95,8.9381,0
44,10.0026,100,489.05,604.83,1495.85,1303.06,10.52,15.49,395.66,2318.83,8777,45.2,372.46,2388.04,8133.58,369,2319,100,28.67,17.1877,0
45,10.0041,100,489.05,604.81,1497.6,1304.18,10.52,15.49,394.64,2318.86,8779.71,45.32,372.18,2388.02,8130.77,369,2319,100,28.53,17.1857,0
46,42.0028,100,445,549.63,1345.48,1118.52,3.91,5.72,138.6,2211.94,8318.99,41.9,130.91,2388.03,8090.59,330,2212,100,10.61,6.3566,0
47,35.0044,100,449.44,554.97,1357.37,1123.81,5.48,8,194.25,2223.02,8350.38,41.8,183.69,2388.06,8068.7,336,2223,100,14.97,8.915,0
48,0.0002,100,518.67,642.3,1581.44,1398.88,14.62,21.61,554.58,2388.08,9053.88,47.33,522.54,2388.05,8143.37,393,2388,100,39.11,23.4358,0
49,20.006,100,491.19,607.3,1485.17,1249.68,9.35,13.66,334.76,2323.94,8729.07,44.25,315.47,2388.09,8069.49,363,2324,100,24.61,14.7724,0
50,10.0064,100,489.05,604.45,1492.39,1304.14,10.52,15.49,395.47,2318.92,8780.35,45.32,372.18,2388.07,8134.41,368,2319,100,28.54,17.1669,0
51,42.0073,100,445,549.26,1345.37,1118.89,3.91,5.72,139.16,2211.96,8318.19,41.81,130.73,2388.04,8084.42,330,2212,100,10.6,6.2904,0
52,35.0062,100,449.44,555.65,1369.18,1122.37,5.48,8,194.73,2223.05,8349.16,41.61,183.16,2388.1,8072.06,333,2223,100,14.85,9.0475,0
53,10.0064,100,489.05,604.39,1495.89,1308.8,10.52,15.49,395.8,2318.89,8782.67,45.19,371.94,2388.09,8132.91,368,2319,100,28.6,17.1116,0
54,34.9983,100,449.44,555.62,1368.56,1127.74,5.48,8,194.6,2223.01,8351.51,41.81,183.17,2388.05,8069.3,333,2223,100,14.79,8.9201,0
55,42,100,445,549.12,1348.34,1124.17,3.91,5.72,137.85,2211.93,8323.81,41.75,130.27,2388.01,8082.63,329,2212,100,10.71,6.4769,0
56,10.0015,100,489.05,604.79,1494.87,1305.29,10.52,15.49,395.12,2318.86,8778.89,45.19,372.24,2388.05,8126.24,367,2319,100,28.68,17.089,0
57,35.0006,100,449.44,555.6,1366.21,1129.52,5.48,8,194.47,2222.94,8350.39,41.73,183.02,2388.05,8068.07,333,2223,100,14.82,8.854,0
58,19.9989,100,491.19,607.53,1481.11,1246.63,9.35,13.65,334.69,2323.92,8721.76,44.15,314.87,2388.04,8065.44,364,2324,100,24.56,14.6797,0
59,42.0003,100,445,549.27,1355.49,1123.47,3.91,5.72,138.63,2211.91,8312.61,42.09,130.83,2388.06,8085.8,329,2212,100,10.49,6.2713,0
60,10.006,100,489.05,604.31,1494.84,1301.1,10.52,15.49,394.67,2318.86,8776.93,45.11,372.4,2388.01,8135.83,369,2319,100,28.68,17.1495,0
